0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
12395.0,17062.0,16218.0,16029.0,17552.0,17346.0,16456.0,13777.0,14849.0,13402.0,17228.0,17732.0,12838.0,14688.0,17863.0,14388.0,14142.0,12433.0,17017.0,16411.0,17511.0
12431.0,15502.0,14081.0,14078.0,13370.0,15658.0,16916.0,12838.0,12583.0,16186.0,13013.0,17017.0,17402.0,15311.0,17905.0,16033.0,14404.0,18239.0,18041.0,15545.0,14594.0
12433.0,16411.0,17069.0,13408.0,15955.0,12720.0,12738.0,14081.0,12838.0,12748.0,12567.0,15574.0,17059.0,13448.0,17552.0,16402.0,14800.0,15752.0,14142.0,18156.0,17511.0
12472.0,13069.0,17920.0,12662.0,17069.0,14047.0,12838.0,12738.0,16210.0,16539.0,17059.0,15260.0,13402.0,15555.0,17238.0,15525.0,17511.0,17802.0,14081.0,16718.0,14800.0
12567.0,15808.0,17238.0,14047.0,12433.0,14688.0,15574.0,17961.0,14210.0,12682.0,15708.0,12748.0,12583.0,17659.0,14083.0,13767.0,17552.0,12662.0,17690.0,17920.0,16033.0
12583.0,15808.0,16033.0,15708.0,13767.0,14829.0,17863.0,14135.0,17346.0,15485.0,15570.0,16203.0,12567.0,16098.0,16029.0,15061.0,14078.0,17690.0,12431.0,12682.0,12921.0
12647.0,17732.0,15605.0,13093.0,15827.0,13777.0,16883.0,13402.0,15351.0,14506.0,17238.0,12433.0,15502.0,13081.0,17402.0,16033.0,17567.0,14573.0,14404.0,14390.0,12720.0
12662.0,14680.0,12472.0,17897.0,17920.0,12868.0,14047.0,16510.0,17581.0,15827.0,16583.0,16250.0,16456.0,13506.0,15260.0,12567.0,16186.0,17238.0,14388.0,12725.0,17511.0
12682.0,17238.0,17863.0,14031.0,12567.0,14180.0,14078.0,15332.0,15808.0,12967.0,12921.0,16814.0,14606.0,15093.0,14800.0,15061.0,14688.0,12583.0,13838.0,16244.0,16186.0
12720.0,17069.0,12738.0,17511.0,17567.0,12433.0,17732.0,14388.0,17757.0,14680.0,16402.0,16456.0,14849.0,13402.0,17968.0,17228.0,15574.0,12472.0,14135.0,18118.0,17897.0
12725.0,15716.0,18011.0,14081.0,15038.0,12662.0,15894.0,15862.0,15923.0,17863.0,18239.0,14594.0,17968.0,17059.0,15332.0,16931.0,13777.0,12748.0,14723.0,15012.0,16327.0
12738.0,17069.0,17511.0,15658.0,12720.0,17581.0,16402.0,13269.0,16546.0,12433.0,15827.0,13065.0,12472.0,15111.0,13758.0,14849.0,14696.0,12838.0,14829.0,16186.0,14388.0
12748.0,15752.0,13408.0,14813.0,14723.0,16546.0,17059.0,14161.0,12433.0,16891.0,15880.0,15894.0,14729.0,14800.0,12838.0,17287.0,14395.0,16210.0,13448.0,15953.0,13069.0
12763.0,15093.0,15601.0,12433.0,16422.0,17581.0,13065.0,17954.0,13408.0,17377.0,14307.0,14829.0,18156.0,14081.0,15502.0,13013.0,13081.0,17757.0,17511.0,16891.0,15485.0
12838.0,13069.0,16546.0,14081.0,17884.0,17059.0,16241.0,17238.0,17809.0,13370.0,17017.0,12472.0,17855.0,17211.0,15570.0,13013.0,12433.0,17062.0,14813.0,14506.0,16210.0
12841.0,17884.0,17211.0,17685.0,16241.0,14594.0,16931.0,13013.0,17581.0,15260.0,16274.0,14911.0,16402.0,17968.0,13941.0,18118.0,14081.0,12472.0,15880.0,12838.0,15311.0
12868.0,16510.0,17511.0,17243.0,17659.0,15605.0,15983.0,12662.0,18109.0,16241.0,15827.0,16583.0,16250.0,13715.0,16814.0,13408.0,13506.0,14849.0,15570.0,13838.0,16186.0
12915.0,15827.0,15373.0,18168.0,16926.0,16718.0,14388.0,13013.0,13418.0,15525.0,16033.0,17567.0,15570.0,13838.0,14081.0,14729.0,13081.0,16456.0,16510.0,16477.0,16455.0
12921.0,13081.0,14506.0,16029.0,15808.0,17228.0,17967.0,17863.0,16931.0,18118.0,17884.0,16203.0,17968.0,17238.0,17287.0,15332.0,13370.0,16891.0,15752.0,13408.0,12682.0
12947.0,14810.0,17567.0,14390.0,17961.0,15311.0,13448.0,17059.0,14527.0,17238.0,14047.0,17659.0,15061.0,15752.0,14680.0,17809.0,15601.0,15111.0,13758.0,18118.0,12838.0
12967.0,17954.0,17863.0,17757.0,15544.0,15373.0,13013.0,16422.0,15738.0,12682.0,16143.0,14688.0,12567.0,16150.0,13081.0,17511.0,18239.0,12720.0,17581.0,15862.0,16402.0
13013.0,15544.0,17581.0,18168.0,14081.0,17819.0,17954.0,17968.0,15373.0,12838.0,12841.0,13418.0,14180.0,18118.0,14688.0,16422.0,18011.0,17884.0,16891.0,14388.0,17863.0
13034.0,17377.0,17954.0,15923.0,14606.0,18168.0,14723.0,16244.0,18156.0,13013.0,13081.0,18118.0,16274.0,16327.0,16402.0,16411.0,16422.0,16455.0,16725.0,16718.0,16477.0
13047.0,17069.0,16250.0,15658.0,17377.0,17732.0,13370.0,16539.0,17402.0,14307.0,14395.0,13576.0,16203.0,15012.0,16510.0,13093.0,16891.0,13065.0,16814.0,17809.0,17346.0
13065.0,12738.0,18074.0,15658.0,14573.0,15093.0,12763.0,13047.0,17858.0,15502.0,16274.0,14911.0,17884.0,15426.0,17838.0,17581.0,13370.0,15038.0,15894.0,15601.0,12567.0
13069.0,12838.0,16241.0,17211.0,14396.0,17059.0,12472.0,17884.0,16143.0,16546.0,15023.0,14161.0,14813.0,16539.0,15752.0,15867.0,14594.0,15555.0,15570.0,13408.0,15111.0
13081.0,12921.0,17017.0,15570.0,17954.0,15808.0,17863.0,14800.0,17884.0,17238.0,15111.0,17920.0,14081.0,15880.0,14449.0,17841.0,16186.0,13370.0,18118.0,16931.0,15351.0
13093.0,16203.0,17069.0,17659.0,15605.0,13941.0,17581.0,14680.0,14911.0,17897.0,12647.0,13047.0,16781.0,14849.0,15260.0,17796.0,15502.0,17017.0,17402.0,15165.0,12720.0
13117.0,14506.0,16150.0,17920.0,15545.0,17802.0,17287.0,15716.0,12472.0,16814.0,15363.0,16883.0,14849.0,13767.0,17059.0,17732.0,15061.0,16327.0,15574.0,15525.0,14031.0
13138.0,13506.0,16455.0,14506.0,14390.0,14723.0,16931.0,14449.0,16203.0,14078.0,15332.0,16250.0,13777.0,17855.0,18118.0,12838.0,17967.0,18156.0,14775.0,16186.0,16327.0
13174.0,16241.0,17897.0,17228.0,15570.0,16583.0,13408.0,15867.0,17059.0,15752.0,13069.0,13767.0,14911.0,14081.0,15111.0,15880.0,14849.0,16546.0,16891.0,13448.0,16274.0
13269.0,14142.0,17017.0,17905.0,12738.0,16546.0,17552.0,17581.0,15827.0,17690.0,17976.0,17809.0,15363.0,14849.0,13402.0,14696.0,13448.0,12838.0,17850.0,13468.0,12433.0
13370.0,17402.0,17819.0,15808.0,12838.0,14911.0,17905.0,14031.0,14800.0,13047.0,14081.0,17884.0,17228.0,15570.0,17238.0,15922.0,17964.0,13081.0,14813.0,17017.0,15574.0
13402.0,15808.0,17567.0,14573.0,12472.0,16218.0,12720.0,12395.0,17838.0,13269.0,14047.0,13941.0,18074.0,17287.0,17690.0,16926.0,15827.0,15738.0,12841.0,16916.0,12647.0
13408.0,15752.0,15570.0,14813.0,14395.0,17243.0,17850.0,16546.0,14081.0,17287.0,16241.0,16210.0,12433.0,15111.0,12748.0,16891.0,17059.0,17228.0,15953.0,13448.0,15012.0
13418.0,15708.0,16098.0,13767.0,15332.0,15827.0,17809.0,13013.0,18118.0,14901.0,14829.0,15502.0,13081.0,17017.0,16411.0,14307.0,15485.0,16033.0,12472.0,15373.0,16203.0
13448.0,14395.0,15570.0,17243.0,18055.0,18156.0,15867.0,17841.0,14081.0,14142.0,14813.0,15752.0,17059.0,13408.0,17908.0,17346.0,15111.0,13506.0,12947.0,14527.0,17796.0
13468.0,18168.0,16883.0,13448.0,14606.0,15373.0,17069.0,17659.0,15922.0,13269.0,17819.0,13081.0,17287.0,15311.0,16210.0,13715.0,13777.0,13506.0,15260.0,13047.0,17732.0
13506.0,13138.0,17243.0,13448.0,14800.0,14723.0,14390.0,14506.0,12868.0,15332.0,16241.0,12662.0,16931.0,13408.0,14307.0,15093.0,14449.0,17855.0,17841.0,15570.0,12583.0
13576.0,16539.0,15605.0,15658.0,15716.0,16143.0,13047.0,17732.0,17402.0,16033.0,14161.0,18011.0,18239.0,15426.0,14527.0,17838.0,17787.0,13069.0,15023.0,15601.0,14307.0
13715.0,18156.0,17062.0,15605.0,12868.0,15111.0,15426.0,14829.0,17796.0,15955.0,17908.0,13468.0,13418.0,14606.0,15867.0,17787.0,17841.0,18168.0,15880.0,15332.0,15038.0
13758.0,14813.0,16891.0,12738.0,17069.0,15862.0,16402.0,17685.0,16510.0,15525.0,15658.0,15111.0,14849.0,12947.0,13448.0,14829.0,17796.0,16186.0,14388.0,16150.0,14142.0
13767.0,15708.0,17287.0,15570.0,17732.0,15808.0,14829.0,13418.0,15485.0,16033.0,12583.0,17690.0,14142.0,17059.0,15111.0,14849.0,17968.0,14081.0,13448.0,17243.0,16203.0
13777.0,16456.0,16931.0,17850.0,17511.0,14723.0,14404.0,12395.0,17243.0,15880.0,17967.0,16186.0,16327.0,17685.0,16029.0,15605.0,12433.0,15983.0,15808.0,18109.0,13138.0
13838.0,16916.0,17819.0,14031.0,14729.0,16143.0,17069.0,16186.0,14180.0,17659.0,12868.0,16150.0,15880.0,16510.0,17511.0,13370.0,15485.0,15658.0,16250.0,16033.0,14573.0
13941.0,16725.0,13093.0,14680.0,12841.0,15260.0,13402.0,17908.0,15708.0,17062.0,15165.0,16218.0,17841.0,15061.0,17581.0,13777.0,16244.0,13081.0,15311.0,15808.0,14573.0
14031.0,17287.0,17819.0,15922.0,13370.0,15658.0,13838.0,15165.0,16814.0,12682.0,17732.0,14449.0,17905.0,13767.0,15373.0,15545.0,15426.0,16098.0,17659.0,15332.0,15311.0
14047.0,15545.0,17858.0,12472.0,12567.0,17238.0,17659.0,14180.0,12662.0,16926.0,14680.0,13402.0,12947.0,17198.0,14388.0,15808.0,14810.0,17905.0,14390.0,17961.0,14527.0
14078.0,14180.0,14081.0,12431.0,13138.0,12682.0,17855.0,17228.0,12838.0,12583.0,16455.0,17238.0,14142.0,17017.0,17402.0,14606.0,13370.0,17897.0,14800.0,12567.0,16244.0
14081.0,17238.0,17243.0,13408.0,13448.0,15570.0,12838.0,17059.0,13013.0,16546.0,14800.0,17884.0,15894.0,16477.0,16241.0,15752.0,15827.0,17211.0,17841.0,14813.0,16891.0
14083.0,14729.0,15880.0,12567.0,17863.0,12433.0,16411.0,15574.0,15165.0,14800.0,15545.0,13047.0,16891.0,17964.0,12583.0,13838.0,15332.0,13081.0,17017.0,17346.0,18118.0
14135.0,14688.0,16218.0,12583.0,17581.0,15894.0,12738.0,17062.0,13767.0,17069.0,12720.0,12838.0,15862.0,17968.0,14081.0,13013.0,16891.0,15658.0,17690.0,18041.0,15111.0
14142.0,13448.0,13269.0,15889.0,15525.0,13767.0,12838.0,14813.0,12433.0,14723.0,12395.0,17243.0,16546.0,17841.0,12748.0,14081.0,16422.0,17287.0,14078.0,16477.0,16241.0
14161.0,15880.0,13069.0,15955.0,16539.0,14449.0,17850.0,14813.0,15426.0,12748.0,15752.0,15038.0,14395.0,14573.0,13408.0,15023.0,16274.0,16143.0,17787.0,17059.0,13448.0
